,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
0,2-s2.0-85169788127,10.1016/j.eswa.2023.121220,S0957417423017220,,Artificial Intelligence risk measurement,ar,Article,Giudici P.,60015197;129695221;124484661,Università degli Studi di Pavia;Credito Emiliano;Independent,Pavia;;Parma,Italy;Italy;Italy,3,"Giudici, Paolo;Centurelli, Mattia;Turchetta, Stefano",23491813000;58257721600;58257721700,60015197;129695221;124484661,2024-01-01,January 2024,Expert Systems with Applications,09574174,24201,,Journal,235,,121220,,"Financial institutions are increasingly leveraging on advanced technologies, facilitated by the availability of Machine Learning methods that are being integrated into several applications, such as credit scoring, anomaly detection, internal controls and regulatory compliance. Despite their high predictive accuracy, Machine Learning models may not provide sufficient explainability, robustness and/or fairness; therefore, they may not be trustworthy for the involved stakeholders, such as business users, auditors, regulators and end-customers. To measure the trustworthiness of AI applications, we propose the first Key AI Risk Indicators (KAIRI) framework for AI systems, considering financial services as a reference industry. To this aim, we map the recently proposed regulatory requirements proposed for Artificial Intelligence Act into a set of four measurable principles (Sustainability, Accuracy, Fairness, Explainability) and, for each of them, we propose a set of interrelated statistical metrics that can be employed to measure, manage and mitigate the risks that arise from artificial intelligence. We apply the proposed framework to a collection of case studies, that have been indicated as highly relevant by the European financial institutions we interviewed during our research activities. The results from data analysis indicate that the proposed framework can be employed to effectively measure AI risks, thereby promoting a safe and trustworthy AI in finance.",Accuracy | Explainability | Fairness | Financial risk management | Machine learning | Sustainability,0,1,publisherhybridgold,Hybrid Gold,,101016233,
1,2-s2.0-85164366449,10.1016/j.ejor.2023.06.036,S0377221723005088,,Interpretable machine learning for imbalanced credit scoring datasets,ar,Article,Chen Y.,60176142,University of Edinburgh Business School,Edinburgh,United Kingdom,3,"Chen, Yujia;Calabrese, Raffaella;Martin-Barragan, Belen",58479686700;35147609600;8369680400,60176142;60176142;60176142,2024-01-01,1 January 2024,European Journal of Operational Research,03772217,22489,,Journal,312,1,,357-372,"The class imbalance problem is common in the credit scoring domain, as the number of defaulters is usually much less than the number of non-defaulters. To date, research on investigating the class imbalance problem has mainly focused on indicating and reducing the adverse effect of the class imbalance on the predictive accuracy of machine learning techniques, while the impact of that on machine learning interpretability has never been studied in the literature. This paper fills this gap by analysing how the stability of Local Interpretable Model-agnostic Explanations (LIME) and SHapley Additive exPlanations (SHAP), two popular interpretation methods, are affected by class imbalance. Our experiments use 2016–2020 UK residential mortgage data collected from European Datawarehouse. We evaluate the stability of LIME and SHAP on datasets of progressively increased class imbalance. The results show that interpretations generated from LIME and SHAP are less stable as the class imbalance increases, which indicates that the class imbalance does have an adverse effect on machine learning interpretability. To check the robustness of our outcomes, we also analyse two open-source credit scoring datasets and we obtain similar results.",Credit scoring | Interpretability | Machine learning | OR in banking | Stability,0,1,repositoryvor,Green,ESRC,ES/W010259/1,Economic and Social Research Council
2,2-s2.0-85164221081,10.1016/j.eswa.2023.120714,S0957417423012162,,Bankruptcy prediction using machine learning models with the text-based communicative value of annual reports,ar,Article,Chen T.K.,60199493;60005429,National Yang Ming Chiao Tung University;National Taiwan University,Hsinchu;Taipei,Taiwan;Taiwan,5,"Chen, Tsung Kang;Liao, Hsien Hsing;Chen, Geng Dao;Kang, Wei Han;Lin, Yu Chun",35745516600;23103489500;58477486200;58477454800;58477454900,60199493-60005429;60005429;60199493;60199493;60199493,2023-12-15,15 December 2023,Expert Systems with Applications,09574174,24201,,Journal,233,,120714,,"We investigate whether including the text-based communicative value of annual report increases the predictive power of four machine learning models (Logistic regression, Random Forest, XGBoost, and Support Vector Machine) for corporate bankruptcy prediction using U.S. firm observations from 1994 to 2018. We find that the overall prediction effectiveness of these four models (e.g. accuracy, F1-score, AUCs) significantly improves, especially true in the performance of XGBoost and Random Forest models. In addition, we find that annual report text-based communicative value variables significantly reduce models’ Type II error and keep the Type I error at a relatively small level, especially for the short-term bankruptcy forecast. The results reveal that annual report text-based communicative value effectively mitigates the model misidentification of a non-bankrupt firm as a bankrupt firm. Our results also suggest that annual report text-based communicative value is helpful for bank's corporate loan underwriting decisions. Finally, our findings still hold when considering different testing periods and random state settings, replacing by another publicly available bankruptcy dataset, and introducing neural network models.",Annual report text-based communicative value | Bankruptcy prediction | Credit risk | Incomplete information | Machine learning,2,0,,,MOE,112L900201,Ministry of Education
3,2-s2.0-85172133554,10.1007/s44196-023-00335-1,,,The Application of Artificial Immune Network in E-Commerce Credit Risk Assessment,ar,Article,Zhang R.,107878813,Jiangsu Vocational and Technical College of Finance and Economics,Huai'an,China,1,"Zhang, Ruijuan",58615542500,107878813,2023-12-01,December 2023,International Journal of Computational Intelligence Systems,18756891,17800156712,18756883,Journal,16,1,155,,"In order to improve the accuracy of e-commerce credit risk assessment, this paper suggests utilizing an artificial immune network to upgrade the text mining algorithm. Through this process, a new e-commerce risk assessment model reliant on the improved algorithm can be constructed with the intention of decreasing the likelihood of risk in digital transactions. The results show that the accuracy and loss rate of the improved clustering algorithm are 97.3% and 4.3%, respectively, both of which are better than the comparison algorithm. Then, the empirical analysis of the e-commerce credit risk assessment model proposed in the study shows that the average fitness and accuracy of the model after stability are 0.0022 and 95.63%, respectively, demonstrating superior performance compared to the comparison model. The above results show that the improved algorithm and the risk assessment model have good performance. Therefore, using this model to evaluate the credit risk of e-commerce can not only improve the accuracy of credit evaluation and promote the sustainable development of e-commerce. Furthermore, it can catalyze the adoption of innovative credit evaluation methods and promote the application of artificial intelligence technology in e-commerce.",Artificial immune network | Clustering algorithm | Credit risk assessment | Electronic commerce | Text mining,0,1,publisherfullgold,Gold,,undefined,
4,2-s2.0-85171163175,10.26599/BDMA.2022.9020037,,,AI-Based Hybrid Models for Predicting Loan Risk in the Banking Sector,ar,Article,Kumar V.,60114077;60094571;60032618;60026146;60007102;130200260;130199697;130199375,"GLA University, Mathura;Lovely Professional University;Kurukshetra University;GITAM University;Dr. B.R. Ambedkar National Institute of Technology;Kanya Maha Vidyalaya (KMV);Jaipuriya Institute of Management;Indra Gandhi University",Mathura;Phagwara;Kurukshetra;Visakhapatnam;Jalandhar;Commerce;Jaipur;Ateli,India;India;India;India;India;India;India;India,8,"Kumar, Vikas;Saheb, Shaiku Shahida;Preeti, ;Ghayas, Atif;Kumari, Sunil;Chandel, Jai Kishan;Pandey, Saroj Kumar;Kumar, Santosh",57200714060;58575382800;58581642100;58292787200;57220636491;57272342800;57202704001;57195344101,60007102;60094571;130200260;60026146;130199375;60032618;60114077;130199697,2023-12-01,1 December 2023,Big Data Mining and Analytics,20960654,21101024053,,Journal,6,4,,478-490,"Every real-world scenario is now digitally replicated in order to reduce paperwork and human labor costs. Machine Learning (ML) models are also being used to make predictions in these applications. Accurate forecasting requires knowledge of these machine learning models and their distinguishing features. The datasets we use as input for each of these different types of ML models, yielding different results. The choice of an ML model for a dataset is critical. A loan risk model is used to show how ML models for a dataset can be linked together. The purpose of this study is to look into how we could use machine learning to quantify or forecast mortgage credit risk. This phrase refers to the process of evaluating massive amounts of data in order to derive useful information for making decisions in a variety of fields. If credit risk is considered, a method based on an examination of what caused and how mortgage credit risk affected credit defaults during the still-current economic crisis of 2021 will be tried. Various approaches to credit risk calculation will be examined, ranging from the most basic to the most complex. In addition, we will conduct a case study on a sample of mortgage loans and compare the results of three different analytical approaches, logistic regression, decision tree, and gradient boost to see which one produced the most commercially useful insights.",accuracy | Artificial Intelligence (AI) | loan prediction | Machine Learning (ML) | Random Forest (RF) | Support Vector Machine (SVM),0,1,publisherfree2read,Bronze,,undefined,
5,2-s2.0-85152786939,10.1007/s10287-023-00450-6,,,Ellipsoidal buffered area under the curve maximization model with variable selection in credit risk estimation,ar,Article,Tanaka K.,60025997,Keio University,Tokyo,Japan,2,"Tanaka, Katsuhiro;Yamamoto, Rei",58187568000;9044837900,60025997;60025997,2023-12-01,December 2023,Computational Management Science,1619697X,144815,16196988,Journal,20,1,18,,"In 2019, a buffered AUC (bAUC) maximization model with the linear classifier was developed to maximize the area under the curve (AUC), a popular statistic for evaluating classification performance. Previous studies have recently used the bAUC for different problems. We propose a new bAUC maximization model, including the ellipsoidal classifier and the variable selection constraint, to enhance classification performance. However, the proposed model is hard to solve because it is formulated as a mixed-integer semidefinite programming (MISDP) problem with numerous constraints. Several algorithms have been proposed to solve MISDP, but no algorithm has been proposed that can quickly solve a problem of this size. Tanaka and Yamamoto (Int J Financ Eng, 2022. https://doi.org/10.1142/S2424786321500420 specifically suggested a heuristic algorithm for solving MISDP under hundreds of constraints, but it might not be effective for problems in this study. Therefore, we enhance the heuristic algorithm in Tanaka and Yamamoto (Int J Financ Eng, 2022. https://doi.org/10.1142/S2424786321500420 to quickly attain solutions to our suggested MISDP and show that the proposed heuristic algorithm derives superior solutions to existing algorithms. Furthermore, we demonstrate that for a classification problem related to credit risk estimation using real-world corporate rating data, the tailored bAUC maximization model outperforms the existing bAUC maximization and standard machine learning models in terms of generalization performance.",Buffered area under the curve | Ellipsoidal classifier | Heuristics | Mixed-integer semidefinite programming | Variable selection,0,0,,,,undefined,
6,2-s2.0-85170703382,10.1016/j.gfj.2023.100892,S104402832300087X,,The impact of public health emergencies on small and medium-sized enterprises: Evidence from China,ar,Article,Liu Q.,60030171;60009860;129236696,University of Missouri-St. Louis;Fudan University;Yanqi Lake Beijing Institute of Mathematical Sciences and Applications,St. Louis;Shanghai;Beijing,United States;China;China,4,"Liu, Qingfu;Shi, Chen;Tse, Yiuman;Zhang, Linlin",55937786200;58573549300;7005116868;57201704871,60009860-129236696;60009860;60030171;60009860,2023-11-01,November 2023,Global Finance Journal,10440283,16230,,Journal,58,,100892,,"This article proposes a machine learning-based method to quantify the impact of public health emergencies on the economic benefits and credit risks of small and medium-sized enterprises (SMEs). Using natural language processing and text analysis methods, we construct the degree of public health emergencies index using Chinese newspaper data. Based on the panel data of Chinese SMEs, we find that public health emergencies have a strong negative impact on the economic benefits of SMEs, and the impact is uneven across industries. In addition to declining economic benefits, we determine that SMEs' credit default risk is a more serious problem. Our predictive analysis of SMEs' credit default risk after COVID-19 indicates the benefits of using machine learning methods in credit risk assessment and control, providing precise assistance for SMEs.",Machine learning | Public health emergencies | SMEs,0,0,,,NSFC,71991471,National Natural Science Foundation of China
7,2-s2.0-85170636566,10.1016/j.clsr.2023.105871,S026736492300081X,,The European AI liability directives – Critique of a half-hearted approach and lessons for the future,ar,Article,Hacker P.,60007892,Europa-Universität Viadrina Frankfurt (Oder),Frankfurt/Oder,Germany,1,"Hacker, Philipp",57207556651,60007892,2023-11-01,November 2023,Computer Law and Security Review,02673649,28888,,Journal,51,,105871,,"The optimal liability framework for AI systems remains an unsolved problem across the globe. With ChatGPT and other large generative models taking the technology to the next level, solutions are urgently needed. In a much-anticipated move, the European Commission advanced two proposals outlining the European approach to AI liability in September 2022: a novel AI Liability Directive (AILD) and a revision of the Product Liability Directive (PLD). They constitute the final cornerstone of AI regulation in the EU. Crucially, the liability proposals and the proposed EU AI Act are inherently intertwined: the latter does not contain any individual rights of affected persons, and the former lack specific, substantive rules on AI development and deployment. Taken together, these acts may well trigger a “Brussels effect” in AI regulation, with significant consequences for the US and other countries. Against this background, this paper makes three novel contributions. First, it examines in detail the liability proposals and shows that, while making steps in the right direction, they ultimately represent a half-hearted approach: if enacted as foreseen, AI liability in the EU will primarily rest on disclosure of evidence mechanisms and a set of narrowly defined presumptions concerning fault, defectiveness and causality. Hence, second, the article suggests amendments to the proposed AI liability framework. They are collected in a concise Annex at the end of the paper. I argue, inter alia, that the dichotomy between the fault-based AILD Proposal and the supposedly strict liability PLD Proposal is fictional and should be abandoned; that an EU framework for AI liability should comprise one fully harmonizing regulation instead of two insufficiently coordinated directives; and that the current proposals unjustifiably collapse fundamental distinctions between social and individual risk by equating high-risk AI systems in the AI Act with those under the liability framework. Third, based on an analysis of the key risks AI poses, the final part of the paper maps out a road for the future of AI liability and regulation, in the EU and beyond. More specifically, I make four key proposals. Effective compensation should be ensured by combining truly strict liability for certain high-risk AI systems with general presumptions of defectiveness, fault and causality in cases involving SMEs or non-high-risk AI systems. The paper introduces a novel distinction between illegitimate- and legitimate-harm models to delineate strict liability's scope. Truly strict liability should be reserved for high-risk AI systems that, from a social perspective, should not cause harm (illegitimate-harm models, e.g., autonomous vehicles or medical AI). Models meant to cause some unavoidable harm by ranking and rejecting individuals (legitimate-harm models, e.g., credit scoring or insurance scoring) may merely face rebuttable presumptions of defectiveness and causality. General-purpose AI systems and Foundation Models should only be subjected to high-risk regulation, including liability for high-risk AI systems, in specific high-risk use cases for which they are deployed. Consumers, in turn, ought to be liable based on regular fault, in general. Furthermore, innovation and legal certainty should be fostered through a comprehensive regime of safe harbours, defined quantitatively to the best extent possible. Moreover, trustworthy AI remains an important goal for AI regulation. Hence, the liability framework must specifically extend to non-discrimination cases and provide for clear rules concerning explainability (XAI). Finally, awareness for the climate effects of AI, and digital technology more broadly, is rapidly growing in computer science. In diametrical opposition to this shift in discourse and understanding, however, EU legislators have long neglected environmental sustainability in both the draft AI Act and the proposed liability regime. To counter this, I propose to jump-start sustainable AI regulation via sustainability impact assessments in the AI Act and sustainable design defects in the liability regime. In this way, the law may help spur not only fair AI and XAI, but also sustainable AI (SAI).",AI act | Artificial intelligence | ChatGPT | EU law | Innovation | Large generative AI models | Product liability | Sustainability,0,1,,,,undefined,
8,2-s2.0-85170217955,10.1016/j.techfore.2023.122825,S0040162523005103,,Interpretable high-stakes decision support system for credit default forecasting,ar,Article,Sun W.,60016094;101436396,Dongbei University of Finance and Economics;Dalian Municipal Research Institute for Family Planning,Dalian;Dalian,China;China,4,"Sun, Weixin;Zhang, Xuantao;Li, Minghao;Wang, Yong",57412334300;57855298700;58567412400;57192232381,60016094;60016094;60016094;60016094-101436396,2023-11-01,November 2023,Technological Forecasting and Social Change,00401625,14704,,Journal,196,,122825,,"Methods for forecasting credit default have long been research focus for financial institutions. In this study, we propose an interpretable high-stakes decision support system for credit default forecasting called CDFS. Because of the high-stake nature of credit default prediction, the proposed CDFS adheres to the principle of “people in the loop.” The proposed CDFS comprises six modules: data processing, feature selection, data balancing, forecasting, evaluation, and interpretation. A feature selection method (permutation importance method), nine resampling methods, and six high-performance forecasting methods were employed in the proposed CDFS. The China Taiwan credit card default dataset and South Germany credit dataset were used to test the interpretability and predictive performance of the proposed CDFS. Experiments showed that the feature selection and data balancing modules of the CDFS effectively improve the prediction performance. A comparison with traditional logistic regression models demonstrated that the CDFS can provide decision-makers with satisfactory explanations for prediction results. In summary, the CDFS proposed in this study exhibited excellent predictive performance and satisfactory interpretability. This study contributes to improving the accuracy of credit default forecasting and reducing credit risk in financial institutions.",Credit default forecasting | High-stakes decision forecasting | Imbalanced datasets | Interpretable machine learning | Resampling methods,0,0,,,NSFC,L22ZD004,National Natural Science Foundation of China
9,2-s2.0-85165555034,10.1016/j.irfa.2023.102755,S1057521923002715,,A two-stage credit scoring model based on random forest: Evidence from Chinese small firms,ar,Article,Zhou Y.,60004538;60002644,Dalian University of Technology;Universitat de València,Dalian;Valencia,China;Spain,3,"Zhou, Ying;Shen, Long;Ballester, Laura",57210572839;57893901900;36141677400,60004538;60004538;60002644,2023-10-01,October 2023,International Review of Financial Analysis,10575219,17385,,Journal,89,,102755,,"Small firms are major contributors to most economies, often supported by government policies. However, the credit scoring of small firms is complicated and costly, making it a challenging field of research. Using loan data from 3045 small firms in China, we design a two-stage expert system for default prediction that quantifies the variables and thresholds that have a key impact. Firstly, we use SMOTE to deal with the imbalanced data and secondly, we employ random forest to build predictive credit features. Dominance analysis shows that, when making default assessments on Chinese small firms, it is important to consider not only financial factors, but also non-financial and macroeconomic factors. In particular, the net cash profit, the firm's legal disputes and the per capita disposable income of urban residents are key factors in credit scoring. Robustness tests show that our proposed methodology performs better than other machine learning models, and this result is robust with observations from other countries.",Credit scoring | Dominance analysis | Expert system | Small firms,0,1,publisherhybridgold,Hybrid Gold,FRA,72161033,Fundación Ramón Areces
